#	"City ID"	"City Name"	"Airport code"	"Country ID"	"Country name"#	"Region ID"	"Region name"	"Continent ID"	"Continent name"	"Hemisphere ID"
	314	Hailar	HLD	39	China	5	Eastern Asia	1	Asia	0
	315	Chengdu	CTU	39	China	5	Eastern Asia	1	Asia	0
	316	Xuzhou	XUZ	39	China	5	Eastern Asia	1	Asia	0
	317	Bayannur	RLK	39	China	5	Eastern Asia	1	Asia	0
	318	Jiujiang	JIU	39	China	5	Eastern Asia	1	Asia	0
	319	Chaoyang	CHG	39	China	5	Eastern Asia	1	Asia	0
	320	Xinyuan	NLT	39	China	5	Eastern Asia	1	Asia	0
	321	Hami	HMI	39	China	5	Eastern Asia	1	Asia	0
	322	Tianjin	TSN	39	China	5	Eastern Asia	1	Asia	0
	323	Yibin	YBP	39	China	5	Eastern Asia	1	Asia	0
	324	Burqin	KJI	39	China	5	Eastern Asia	1	Asia	0
	325	Chongqing	CKG	39	China	5	Eastern Asia	1	Asia	0
	326	Daocheng	DCY	39	China	5	Eastern Asia	1	Asia	0
	327	Weifang	WEF	39	China	5	Eastern Asia	1	Asia	0
	328	Weihai	WEH	39	China	5	Eastern Asia	1	Asia	0
	329	Daqing	DQA	39	China	5	Eastern Asia	1	Asia	0
	330	Zunyi	ZYI	39	China	5	Eastern Asia	1	Asia	0
	331	Baise	AEB	39	China	5	Eastern Asia	1	Asia	0
	332	Tangshan	TVS	39	China	5	Eastern Asia	1	Asia	0
	333	Jiuzhaigou	JZH	39	China	5	Eastern Asia	1	Asia	0
	334	Wanzhou	WXN	39	China	5	Eastern Asia	1	Asia	0
	335	Mohe	OHE	39	China	5	Eastern Asia	1	Asia	0
	336	Jiamusi	JMU	39	China	5	Eastern Asia	1	Asia	0
	337	Anshun	AVA	39	China	5	Eastern Asia	1	Asia	0
	338	Tongren	TEN	39	China	5	Eastern Asia	1	Asia	0
	339	Baishan	NBS	39	China	5	Eastern Asia	1	Asia	0
	340	Dunhuang	DNH	39	China	5	Eastern Asia	1	Asia	0
	341	Yichun (Jiangxi)	YIC	39	China	5	Eastern Asia	1	Asia	0
	342	Xigaze	RKZ	39	China	5	Eastern Asia	1	Asia	0
	343	Lanzhou	LHW	39	China	5	Eastern Asia	1	Asia	0
	344	Wuyishan	WUS	39	China	5	Eastern Asia	1	Asia	0
	345	Wuzhou	WUZ	39	China	5	Eastern Asia	1	Asia	0
	346	Wuxi	WUX	39	China	5	Eastern Asia	1	Asia	0
	347	Wuhai	WUA	39	China	5	Eastern Asia	1	Asia	0
	348	Xi'an	XIY	39	China	5	Eastern Asia	1	Asia	0
	349	Ordos	DSN	39	China	5	Eastern Asia	1	Asia	0
	350	Yinchuan	INC	39	China	5	Eastern Asia	1	Asia	0
	351	Aksu	AKU	39	China	5	Eastern Asia	1	Asia	0
	352	Dongying	DOY	39	China	5	Eastern Asia	1	Asia	0
	353	Xiangyang	XFN	39	China	5	Eastern Asia	1	Asia	0
	354	Baoshan	BSD	39	China	5	Eastern Asia	1	Asia	0
	355	Baotou	BAV	39	China	5	Eastern Asia	1	Asia	0
	356	Erenhot	ERL	39	China	5	Eastern Asia	1	Asia	0
